Position,Coverage,Identity
54129,1080.00,0.99
54130,1079.00,0.99
54131,1073.00,1.00
54132,1072.00,1.00
54133,1084.00,0.99
54134,1079.00,0.99
54135,1080.00,0.99
54136,1079.00,1.00
54137,1078.00,1.00
54138,1077.00,0.99
54139,1075.00,1.00
54140,1085.00,1.00
54141,1085.00,0.99
54142,1080.00,1.00
54143,1079.00,0.99
54144,1078.00,0.99
54145,1085.00,0.99
54146,1087.00,0.99
54147,1087.00,0.99
54148,1090.00,0.99
54149,1094.00,1.00
54150,1100.00,0.99
54151,1098.00,1.00
54152,1097.00,0.99
54153,1093.00,1.00
54154,1085.00,1.00
54155,1087.00,1.00
54156,1097.00,1.00
54157,1101.00,1.00
54158,1101.00,1.00
54159,1110.00,1.00
54160,1106.00,1.00
54161,1105.00,0.99
54162,1109.00,1.00
54163,1110.00,1.00
54164,1117.00,1.00
54165,1116.00,1.00
54166,1117.00,1.00
54167,1110.00,0.99
54168,1113.00,1.00
54169,1119.00,0.98
54170,1129.00,0.99
54171,1123.00,1.00
54172,1124.00,0.98
54173,1122.00,0.98
54174,1129.00,1.00
54175,1132.00,1.00
54176,1130.00,1.00
54177,1124.00,1.00
54178,1121.00,1.00
54179,1125.00,0.99
54180,1121.00,0.99
54181,1121.00,0.99
54182,1115.00,0.99
54183,1124.00,0.99
54184,1120.00,0.98
54185,1126.00,1.00
54186,1127.00,0.99
54187,1132.00,0.98
54188,1119.00,0.99
54189,1126.00,1.00
54190,1128.00,0.99
54191,1134.00,1.00
54192,1126.00,1.00
54193,1127.00,1.00
54194,1129.00,0.99
54195,1124.00,1.00
54196,1133.00,1.00
54197,1131.00,0.99
54198,1136.00,0.99
54199,1140.00,0.99
54200,1137.00,1.00
54201,1134.00,0.99
54202,1133.00,0.99
54203,1141.00,1.00
54204,1130.00,0.99
54205,1124.00,0.98
54206,1124.00,0.99
54207,1119.00,0.99
54208,1118.00,0.99
54209,1111.00,0.99
54210,1102.00,1.00
54211,1107.00,0.99
54212,1118.00,1.00
54213,1116.00,0.99
54214,1118.00,0.99
54215,1128.00,1.00
54216,1119.00,0.99
54217,1121.00,1.00
54218,1120.00,0.99
54219,1121.00,1.00
54220,1117.00,0.99
54221,1118.00,0.99
54222,1121.00,0.99
54223,1120.00,0.99
54224,1124.00,0.99
54225,1127.00,1.00
54226,1139.00,0.99
54227,1141.00,0.99
54228,1149.00,0.99
54229,1146.00,0.99
54230,1149.00,1.00
54231,1152.00,1.00
54232,1150.00,0.99
54233,1145.00,0.99
54234,1129.00,0.99
54235,1132.00,0.99
54236,1122.00,1.00
54237,1118.00,1.00
54238,1114.00,0.99
54239,1111.00,0.99
54240,1112.00,1.00
54241,1112.00,0.99
54242,1108.00,0.99
54243,1114.00,0.99
54244,1114.00,0.98
54245,1109.00,0.99
54246,1105.00,0.99
54247,1105.00,1.00
54248,1109.00,1.00
54249,1107.00,1.00
54250,1118.00,0.99
54251,1111.00,0.99
54252,1110.00,0.99
54253,1110.00,0.99
54254,1115.00,1.00
54255,1112.00,0.98
54256,1112.00,1.00
54257,1111.00,0.99
54258,1116.00,0.99
54259,1115.00,1.00
54260,1118.00,0.99
54261,1115.00,0.99
54262,1112.00,0.99
54263,1120.00,1.00
54264,1119.00,0.99
54265,1121.00,0.99
54266,1129.00,0.99
54267,1134.00,1.00
54268,1136.00,0.99
54269,1144.00,0.99
54270,1152.00,0.99
54271,1143.00,0.99
54272,1156.00,1.00
54273,1165.00,0.99
54274,1163.00,0.98
54275,1164.00,1.00
54276,1176.00,1.00
54277,1175.00,0.99
54278,1164.00,0.99
54279,1178.00,1.00
54280,1189.00,0.99
54281,1202.00,0.99
54282,1202.00,0.99
54283,1199.00,1.00
54284,1211.00,1.00
54285,1214.00,0.99
54286,1223.00,0.99
54287,1226.00,1.00
54288,1218.00,0.99
54289,1214.00,0.99
54290,1203.00,0.99
54291,1207.00,0.99
54292,1208.00,1.00
54293,1210.00,0.99
54294,1212.00,0.99
54295,1209.00,0.99
54296,1220.00,0.99
54297,1215.00,0.99
54298,1222.00,1.00
54299,1232.00,0.99
54300,1232.00,0.99
54301,1237.00,0.99
54302,1222.00,0.99
54303,1232.00,0.99
54304,1241.00,0.99
54305,1241.00,0.99
54306,1232.00,1.00
54307,1226.00,1.00
54308,1231.00,0.99
54309,1238.00,0.99
54310,1246.00,0.99
54311,1247.00,0.99
54312,1243.00,1.00
54313,1244.00,1.00
54314,1234.00,1.00
54315,1226.00,1.00
54316,1226.00,0.99
54317,1231.00,0.99
54318,1230.00,0.99
54319,1228.00,1.00
54320,1221.00,0.99
54321,1220.00,1.00
54322,1226.00,1.00
54323,1231.00,1.00
54324,1232.00,0.99
54325,1238.00,1.00
54326,1246.00,0.98
54327,1253.00,1.00
54328,1254.00,0.99
54329,1253.00,0.99
54330,1259.00,1.00
54331,1267.00,0.99
54332,1262.00,0.99
54333,1258.00,1.00
54334,1265.00,0.99
54335,1259.00,1.00
54336,1264.00,1.00
54337,1259.00,0.99
54338,1258.00,1.00
54339,1252.00,1.00
54340,1249.00,0.99
54341,1242.00,1.00
54342,1248.00,1.00
54343,1262.00,0.99
54344,1261.00,1.00
54345,1264.00,0.99
54346,1254.00,0.99
54347,1259.00,1.00
54348,1253.00,1.00
54349,1248.00,1.00
54350,1251.00,0.99
54351,1258.00,0.99
54352,1267.00,1.00
54353,1253.00,0.99
54354,1255.00,0.99
54355,1252.00,1.00
54356,1255.00,1.00
54357,1257.00,1.00
54358,1257.00,0.99
54359,1263.00,0.99
54360,1267.00,0.98
54361,1263.00,0.99
54362,1254.00,0.99
54363,1263.00,0.99
54364,1263.00,0.99
54365,1254.00,0.99
54366,1247.00,1.00
54367,1243.00,1.00
54368,1246.00,1.00
54369,1251.00,0.99
54370,1255.00,1.00
54371,1264.00,1.00
54372,1264.00,0.98
54373,1261.00,0.99
54374,1270.00,1.00
54375,1269.00,1.00
54376,1260.00,0.99
54377,1268.00,0.98
54378,1258.00,0.99
54379,1268.00,0.99
54380,1267.00,1.00
54381,1270.00,1.00
54382,1275.00,1.00
54383,1277.00,0.99
54384,1287.00,1.00
54385,1294.00,1.00
54386,1308.00,1.00
54387,1307.00,0.99
54388,1311.00,0.99
54389,1311.00,0.99
54390,1312.00,1.00
54391,1318.00,0.99
54392,1316.00,0.99
54393,1314.00,0.99
54394,1313.00,0.99
54395,1318.00,1.00
54396,1323.00,0.99
54397,1328.00,0.99
54398,1327.00,0.99
54399,1330.00,0.99
54400,1337.00,1.00
54401,1336.00,0.99
54402,1338.00,1.00
54403,1328.00,0.99
54404,1333.00,0.99
54405,1337.00,0.99
54406,1333.00,1.00
54407,1338.00,0.99
54408,1338.00,1.00
54409,1335.00,1.00
54410,1335.00,1.00
54411,1332.00,0.99
54412,1330.00,0.99
54413,1330.00,0.99
54414,1334.00,1.00
54415,1329.00,0.99
54416,1328.00,0.99
54417,1334.00,1.00
54418,1327.00,0.99
54419,1318.00,1.00
54420,1310.00,1.00
54421,1304.00,1.00
54422,1294.00,0.99
54423,1284.00,0.99
54424,1288.00,0.99
54425,1284.00,0.99
54426,1273.00,1.00
54427,1272.00,0.99
54428,1272.00,1.00
54429,1265.00,0.99
54430,1255.00,1.00
54431,1248.00,1.00
54432,1255.00,1.00
54433,1255.00,1.00
54434,1254.00,1.00
54435,1251.00,0.98
54436,1251.00,1.00
54437,1248.00,0.99
54438,1244.00,0.00
54439,1247.00,0.98
54440,1243.00,1.00
54441,1255.00,0.99
54442,1250.00,0.99
54443,1251.00,1.00
54444,1255.00,0.99
54445,1260.00,1.00
54446,1264.00,0.99
54447,1263.00,0.99
54448,1269.00,0.99
54449,1263.00,0.99
54450,1260.00,1.00
54451,1258.00,1.00
54452,1246.00,0.99
54453,1247.00,1.00
54454,1241.00,0.99
54455,1231.00,1.00
54456,1229.00,1.00
54457,1232.00,1.00
54458,1232.00,0.99
54459,1231.00,1.00
54460,1216.00,0.99
54461,1217.00,0.98
54462,1226.00,0.99
54463,1244.00,1.00
54464,1251.00,1.00
54465,1251.00,1.00
54466,1250.00,1.00
54467,1252.00,1.00
54468,1246.00,1.00
54469,1248.00,0.99
54470,1256.00,1.00
54471,1267.00,0.99
54472,1268.00,1.00
54473,1263.00,0.99
54474,1261.00,1.00
54475,1260.00,0.98
54476,1249.00,1.00
54477,1247.00,0.99
54478,1246.00,1.00
54479,1242.00,1.00
54480,1240.00,0.99
54481,1236.00,1.00
54482,1232.00,1.00
54483,1247.00,0.99
54484,1251.00,1.00
54485,1242.00,1.00
54486,1247.00,0.99
54487,1255.00,1.00
54488,1262.00,0.98
54489,1274.00,1.00
54490,1279.00,0.99
54491,1280.00,0.99
54492,1282.00,1.00
54493,1277.00,1.00
54494,1256.00,0.99
54495,1252.00,0.99
54496,1258.00,1.00
54497,1258.00,1.00
54498,1258.00,0.99
54499,1261.00,1.00
54500,1258.00,0.99
54501,1258.00,1.00
54502,1258.00,0.99
54503,1256.00,0.99
54504,1254.00,0.99
54505,1254.00,0.99
54506,1259.00,1.00
54507,1269.00,1.00
54508,1275.00,1.00
54509,1275.00,0.99
54510,1274.00,1.00
54511,1274.00,1.00
54512,1277.00,0.99
54513,1284.00,1.00
54514,1276.00,0.98
54515,1282.00,0.99
54516,1286.00,0.99
54517,1295.00,0.99
54518,1294.00,1.00
54519,1287.00,0.99
54520,1281.00,1.00
54521,1282.00,0.99
54522,1285.00,0.99
54523,1279.00,0.99
54524,1282.00,1.00
54525,1282.00,1.00
54526,1299.00,0.99
54527,1293.00,0.99
54528,1293.00,1.00
54529,1293.00,0.99
54530,1292.00,0.99
54531,1284.00,0.99
54532,1285.00,0.99
54533,1278.00,0.99
54534,1270.00,1.00
54535,1273.00,0.99
54536,1274.00,1.00
54537,1261.00,0.99
54538,1269.00,0.98
54539,1265.00,0.99
54540,1269.00,1.00
54541,1263.00,1.00
54542,1258.00,1.00
54543,1261.00,1.00
54544,1261.00,1.00
54545,1268.00,0.99
54546,1269.00,1.00
54547,1268.00,1.00
54548,1268.00,1.00
54549,1264.00,0.99
54550,1266.00,1.00
54551,1256.00,1.00
54552,1259.00,1.00
54553,1267.00,0.99
54554,1276.00,1.00
54555,1270.00,1.00
54556,1267.00,1.00
54557,1276.00,0.99
54558,1274.00,1.00
54559,1266.00,1.00
54560,1272.00,0.99
54561,1269.00,0.99
54562,1276.00,0.99
54563,1282.00,1.00
54564,1286.00,0.99
54565,1286.00,0.99
54566,1280.00,0.99
54567,1274.00,1.00
54568,1264.00,1.00
54569,1272.00,0.99
54570,1279.00,1.00
54571,1282.00,0.99
54572,1285.00,0.99
54573,1284.00,0.99
54574,1296.00,1.00
54575,1292.00,1.00
54576,1294.00,1.00
54577,1297.00,0.99
54578,1298.00,1.00
54579,1296.00,0.99
54580,1293.00,1.00
54581,1301.00,0.99
54582,1299.00,1.00
54583,1293.00,1.00
54584,1288.00,0.99
54585,1291.00,0.99
54586,1292.00,1.00
54587,1292.00,0.99
54588,1289.00,0.99
54589,1298.00,0.99
54590,1301.00,0.99
54591,1290.00,0.99
54592,1292.00,1.00
54593,1295.00,0.99
54594,1285.00,1.00
54595,1285.00,0.99
54596,1271.00,0.99
54597,1261.00,1.00
54598,1259.00,1.00
54599,1261.00,1.00
54600,1253.00,1.00
54601,1253.00,0.99
54602,1252.00,0.99
54603,1253.00,1.00
54604,1260.00,0.99
54605,1261.00,1.00
54606,1261.00,0.99
54607,1271.00,0.99
54608,1264.00,1.00
54609,1259.00,0.99
54610,1264.00,1.00
54611,1253.00,0.99
54612,1247.00,1.00
54613,1236.00,0.99
54614,1240.00,1.00
54615,1243.00,1.00
54616,1242.00,0.99
54617,1249.00,0.99
54618,1254.00,1.00
54619,1246.00,0.99
54620,1237.00,0.99
54621,1235.00,1.00
54622,1241.00,0.99
54623,1237.00,0.99
54624,1234.00,1.00
54625,1230.00,1.00
54626,1228.00,1.00
54627,1221.00,1.00
54628,1216.00,0.99
54629,1227.00,1.00
54630,1229.00,0.99
54631,1233.00,1.00
54632,1234.00,1.00
54633,1224.00,1.00
54634,1218.00,1.00
54635,1225.00,1.00
54636,1216.00,1.00
54637,1199.00,0.99
54638,1190.00,0.99
54639,1178.00,0.00
54640,1178.00,0.00
54641,1178.00,0.00
54642,1182.00,0.99
54643,1179.00,1.00
54644,1187.00,0.99
54645,1193.00,1.00
54646,1192.00,1.00
54647,1205.00,0.99
54648,1204.00,0.99
54649,1196.00,0.99
54650,1212.00,1.00
54651,1215.00,0.98
54652,1219.00,0.99
54653,1234.00,0.99
54654,1232.00,0.98
54655,1232.00,0.99
54656,1229.00,1.00
54657,1234.00,1.00
54658,1240.00,1.00
54659,1234.00,0.99
54660,1230.00,1.00
54661,1228.00,0.99
54662,1230.00,1.00
54663,1225.00,1.00
54664,1222.00,1.00
54665,1222.00,1.00
54666,1221.00,1.00
54667,1224.00,0.99
54668,1209.00,1.00
54669,1205.00,1.00
54670,1202.00,0.99
54671,1203.00,0.99
54672,1204.00,1.00
54673,1209.00,0.99
54674,1205.00,1.00
54675,1198.00,0.99
54676,1204.00,1.00
54677,1204.00,0.99
54678,1195.00,1.00
54679,1174.00,1.00
54680,1179.00,0.99
54681,1179.00,1.00
54682,1178.00,0.99
54683,1177.00,1.00
54684,1188.00,0.99
54685,1185.00,1.00
54686,1190.00,0.99
54687,1194.00,1.00
54688,1176.00,0.99
54689,1171.00,1.00
54690,1173.00,1.00
54691,1163.00,1.00
54692,1175.00,1.00
54693,1177.00,0.99
54694,1187.00,0.99
54695,1189.00,0.99
54696,1192.00,1.00
54697,1191.00,1.00
54698,1190.00,1.00
54699,1190.00,1.00
54700,1183.00,1.00
54701,1181.00,1.00
54702,1184.00,1.00
54703,1182.00,1.00
54704,1183.00,1.00
54705,1185.00,1.00
54706,1172.00,0.99
54707,1168.00,1.00
54708,1170.00,1.00
54709,1171.00,1.00
54710,1161.00,0.99
54711,1165.00,0.99
54712,1164.00,0.99
54713,1161.00,0.99
54714,1158.00,1.00
54715,1158.00,0.99
54716,1160.00,0.99
54717,1147.00,0.99
54718,1141.00,0.00
54719,1141.00,0.00
54720,1141.00,0.00
54721,1154.00,1.00
54722,1161.00,0.99
54723,1165.00,1.00
54724,1164.00,0.99
54725,1160.00,1.00
54726,1156.00,1.00
54727,1154.00,0.99
54728,1154.00,0.99
54729,1155.00,0.99
54730,1153.00,0.99
54731,1163.00,0.99
54732,1171.00,0.99
54733,1164.00,1.00
54734,1168.00,0.99
54735,1174.00,0.99
54736,1175.00,1.00
54737,1177.00,1.00
54738,1176.00,1.00
54739,1172.00,1.00
54740,1167.00,1.00
54741,1159.00,0.99
54742,1149.00,1.00
54743,1151.00,1.00
54744,1157.00,0.99
54745,1159.00,0.99
54746,1159.00,0.99
54747,1177.00,1.00
54748,1183.00,1.00
54749,1178.00,0.99
54750,1177.00,1.00
54751,1167.00,1.00
54752,1164.00,0.99
54753,1179.00,0.99
54754,1176.00,0.99
54755,1173.00,1.00
54756,1175.00,1.00
54757,1178.00,0.98
54758,1181.00,0.99
54759,1179.00,0.99
54760,1174.00,0.99
54761,1173.00,1.00
54762,1170.00,0.99
54763,1163.00,0.99
54764,1170.00,0.99
54765,1165.00,0.99
54766,1170.00,0.99
54767,1167.00,0.99
54768,1171.00,0.99
54769,1172.00,1.00
54770,1167.00,0.99
54771,1166.00,1.00
54772,1165.00,0.99
54773,1153.00,1.00
54774,1152.00,1.00
54775,1148.00,0.99
54776,1144.00,0.99
54777,1140.00,1.00
54778,1135.00,1.00
54779,1139.00,1.00
54780,1141.00,0.99
54781,1147.00,1.00
54782,1158.00,0.99
54783,1171.00,0.98
54784,1173.00,1.00
54785,1160.00,1.00
54786,1159.00,0.99
54787,1158.00,1.00
54788,1155.00,1.00
54789,1149.00,1.00
54790,1149.00,1.00
54791,1139.00,0.99
54792,1143.00,0.99
54793,1152.00,0.99
54794,1159.00,1.00
54795,1158.00,1.00
54796,1159.00,1.00
54797,1162.00,1.00
54798,1160.00,0.99
54799,1160.00,1.00
54800,1152.00,1.00
54801,1157.00,0.99
54802,1160.00,0.99
54803,1147.00,0.99
54804,1137.00,0.99
54805,1145.00,0.99
54806,1138.00,1.00
54807,1153.00,1.00
54808,1153.00,0.99
54809,1157.00,0.99
54810,1150.00,0.99
54811,1152.00,0.99
54812,1148.00,0.99
54813,1143.00,0.99
54814,1138.00,0.99
54815,1138.00,0.99
54816,1142.00,1.00
54817,1150.00,0.99
54818,1143.00,0.99
54819,1144.00,0.99
54820,1142.00,1.00
54821,1141.00,1.00
54822,1140.00,0.99
54823,1144.00,0.99
54824,1149.00,0.99
54825,1148.00,0.99
54826,1143.00,0.99
54827,1142.00,1.00
54828,1143.00,1.00
54829,1143.00,1.00
54830,1152.00,1.00
54831,1157.00,1.00
54832,1155.00,0.99
54833,1144.00,1.00
54834,1144.00,0.99
54835,1147.00,1.00
54836,1140.00,1.00
54837,1133.00,1.00
54838,1131.00,1.00
54839,1136.00,1.00
54840,1140.00,1.00
54841,1139.00,1.00
54842,1146.00,0.99
54843,1148.00,1.00
54844,1142.00,1.00
54845,1132.00,1.00
54846,1131.00,0.99
54847,1140.00,1.00
54848,1135.00,1.00
54849,1126.00,1.00
54850,1128.00,1.00
54851,1121.00,1.00
54852,1122.00,0.99
54853,1132.00,1.00
54854,1131.00,0.99
54855,1134.00,0.99
54856,1131.00,0.99
54857,1126.00,0.99
54858,1126.00,1.00
54859,1126.00,0.99
54860,1124.00,0.99
54861,1122.00,1.00
54862,1126.00,0.99
54863,1127.00,1.00
54864,1117.00,0.00
54865,1117.00,0.00
54866,1117.00,0.00
54867,1122.00,1.00
54868,1124.00,1.00
54869,1122.00,0.99
54870,1125.00,1.00
54871,1113.00,0.99
54872,1108.00,0.99
54873,1118.00,0.99
54874,1110.00,0.99
54875,1110.00,0.99
54876,1112.00,0.98
54877,1114.00,0.99
54878,1113.00,0.99
54879,1114.00,0.99
54880,1113.00,1.00
54881,1109.00,0.99
54882,1101.00,0.99
54883,1096.00,1.00
54884,1095.00,0.99
54885,1083.00,0.99
54886,1085.00,0.99
54887,1078.00,0.99
54888,1073.00,1.00
54889,1072.00,0.99
54890,1063.00,0.99
54891,1068.00,0.99
54892,1068.00,0.99
54893,1066.00,1.00
54894,1072.00,0.99
54895,1078.00,0.99
54896,1068.00,0.99
54897,1062.00,1.00
54898,1057.00,1.00
54899,1053.00,1.00
54900,1044.00,1.00
54901,1033.00,0.99
54902,1031.00,1.00
54903,1037.00,1.00
54904,1038.00,1.00
54905,1035.00,1.00
54906,1020.00,1.00
54907,1023.00,1.00
54908,1035.00,1.00
54909,1038.00,1.00
54910,1027.00,1.00
54911,1021.00,0.99
54912,1027.00,0.99
54913,1028.00,0.98
54914,1035.00,0.99
54915,1036.00,0.99
54916,1033.00,1.00
54917,1030.00,1.00
54918,1029.00,1.00
54919,1033.00,1.00
54920,1042.00,0.98
54921,1040.00,1.00
54922,1038.00,0.99
54923,1030.00,0.99
54924,1027.00,1.00
54925,1031.00,0.99
54926,1034.00,0.99
54927,1031.00,1.00
54928,1028.00,0.99
54929,1029.00,1.00
54930,1041.00,0.99
54931,1044.00,1.00
54932,1041.00,0.99
54933,1043.00,1.00
54934,1041.00,0.99
54935,1037.00,1.00
54936,1022.00,1.00
54937,1029.00,1.00
54938,1032.00,0.99
54939,1041.00,0.98
54940,1039.00,1.00
54941,1045.00,0.99
54942,1045.00,0.99
54943,1041.00,1.00
54944,1039.00,0.99
54945,1037.00,0.99
54946,1022.00,1.00
54947,1019.00,1.00
54948,1022.00,1.00
54949,1019.00,1.00
54950,1019.00,0.99
54951,1020.00,1.00
54952,1023.00,0.99
54953,1017.00,1.00
54954,1016.00,0.99
54955,1009.00,0.99
54956,1001.00,1.00
54957,1001.00,1.00
54958,986.00,1.00
54959,976.00,1.00
54960,965.00,1.00
54961,961.00,0.99
54962,950.00,0.99
54963,949.00,0.99
54964,954.00,1.00
54965,957.00,1.00
54966,961.00,0.99
54967,964.00,1.00
54968,963.00,0.99
54969,959.00,1.00
54970,947.00,1.00
54971,943.00,1.00
54972,939.00,1.00
54973,936.00,1.00
54974,936.00,0.99
54975,936.00,1.00
54976,930.00,1.00
54977,929.00,1.00
54978,931.00,1.00
54979,926.00,1.00
54980,928.00,0.99
54981,929.00,1.00
54982,930.00,1.00
54983,921.00,0.99
54984,921.00,1.00
54985,930.00,1.00
54986,936.00,1.00
54987,931.00,1.00
54988,929.00,0.99
54989,934.00,0.99
54990,940.00,0.99
54991,940.00,1.00
54992,937.00,1.00
54993,932.00,0.99
54994,937.00,1.00
54995,938.00,1.00
54996,940.00,0.99
54997,950.00,0.99
54998,961.00,1.00
54999,957.00,0.99
55000,941.00,1.00
55001,947.00,1.00
55002,950.00,1.00
55003,960.00,1.00
55004,962.00,1.00
55005,961.00,1.00
55006,964.00,0.99
55007,967.00,1.00
55008,969.00,1.00
55009,971.00,1.00
55010,970.00,1.00
55011,966.00,1.00
55012,973.00,1.00
55013,977.00,0.99
55014,969.00,0.99
55015,962.00,1.00
55016,962.00,0.99
55017,968.00,0.99
55018,968.00,1.00
55019,968.00,0.98
55020,967.00,1.00
55021,978.00,1.00
55022,977.00,1.00
55023,967.00,0.99
55024,967.00,0.99
55025,970.00,1.00
55026,965.00,1.00
55027,973.00,1.00
55028,979.00,1.00
55029,972.00,1.00
55030,971.00,1.00
55031,973.00,1.00
55032,973.00,0.99
55033,967.00,1.00
55034,960.00,1.00
55035,965.00,1.00
55036,964.00,1.00
55037,967.00,1.00
55038,965.00,0.99
55039,965.00,0.99
55040,971.00,1.00
55041,959.00,0.99
55042,967.00,1.00
55043,967.00,1.00
55044,963.00,0.99
55045,960.00,1.00
55046,956.00,1.00
55047,957.00,1.00
55048,955.00,1.00
55049,960.00,1.00
55050,957.00,1.00
55051,951.00,1.00
55052,958.00,1.00
55053,960.00,0.99
55054,972.00,1.00
55055,990.00,1.00
55056,992.00,1.00
55057,992.00,1.00
55058,980.00,0.99
55059,981.00,1.00
55060,990.00,0.99
55061,989.00,0.98
55062,987.00,1.00
55063,987.00,1.00
55064,983.00,0.99
55065,981.00,0.98
55066,987.00,0.99
55067,984.00,0.99
55068,981.00,0.98
55069,969.00,0.99
55070,960.00,0.99
55071,958.00,1.00
55072,961.00,1.00
55073,966.00,1.00
55074,982.00,1.00
55075,975.00,1.00
55076,974.00,0.99
55077,974.00,1.00
55078,975.00,1.00
55079,978.00,1.00
55080,968.00,1.00
55081,960.00,0.99
55082,960.00,1.00
55083,953.00,1.00
55084,943.00,1.00
55085,943.00,0.99
55086,945.00,0.99
55087,940.00,0.99
55088,940.00,1.00
55089,931.00,1.00
55090,932.00,1.00
55091,928.00,1.00
55092,928.00,1.00
55093,930.00,1.00
55094,941.00,1.00
55095,953.00,1.00
55096,956.00,0.99
55097,959.00,1.00
55098,953.00,1.00
55099,959.00,0.99
55100,955.00,1.00
55101,952.00,1.00
55102,949.00,1.00
55103,955.00,1.00
55104,961.00,1.00
55105,971.00,1.00
55106,970.00,1.00
55107,979.00,1.00
55108,987.00,0.99
55109,1000.00,1.00
55110,1001.00,1.00
55111,1002.00,1.00
55112,1002.00,0.97
55113,1013.00,0.99
55114,1011.00,1.00
55115,1010.00,0.99
55116,1016.00,1.00
55117,1014.00,0.99
55118,1018.00,0.99
55119,1024.00,0.99
55120,1031.00,1.00
55121,1044.00,1.00
55122,1052.00,1.00
55123,1049.00,1.00
55124,1053.00,1.00
55125,1051.00,0.99
55126,1054.00,0.99
55127,1048.00,1.00
55128,1047.00,1.00
55129,1049.00,0.99
55130,1056.00,1.00
55131,1053.00,0.99
55132,1048.00,1.00
55133,1044.00,1.00
55134,1046.00,1.00
55135,1048.00,1.00
55136,1054.00,1.00
55137,1057.00,1.00
55138,1060.00,1.00
55139,1056.00,0.99
55140,1056.00,1.00
55141,1056.00,1.00
55142,1050.00,0.99
55143,1052.00,0.99
55144,1049.00,1.00
55145,1040.00,1.00
55146,1037.00,1.00
55147,1038.00,1.00
55148,1033.00,1.00
55149,1030.00,1.00
55150,1035.00,1.00
55151,1036.00,0.99
55152,1032.00,0.99
55153,1024.00,1.00
55154,1024.00,1.00
55155,1023.00,1.00
55156,1018.00,1.00
55157,1010.00,1.00
55158,1008.00,1.00
55159,1007.00,0.99
55160,1006.00,0.99
55161,1001.00,1.00
55162,1002.00,1.00
55163,1009.00,1.00
55164,1011.00,1.00
55165,1020.00,1.00
55166,1017.00,1.00
55167,1015.00,1.00
55168,1020.00,1.00
55169,1017.00,1.00
55170,1013.00,1.00
55171,1004.00,1.00
55172,1006.00,1.00
55173,1008.00,0.99
55174,1006.00,1.00
55175,996.00,1.00
55176,1005.00,1.00
55177,989.00,1.00
55178,990.00,0.99
55179,1004.00,1.00
55180,1007.00,1.00
55181,1005.00,0.99
55182,1016.00,1.00
55183,1028.00,1.00
55184,1036.00,1.00
55185,1033.00,1.00
55186,1032.00,1.00
55187,1027.00,0.98
55188,1028.00,0.99
55189,1031.00,0.99
55190,1028.00,1.00
55191,1034.00,1.00
55192,1027.00,1.00
55193,1028.00,0.99
55194,1033.00,0.99
55195,1034.00,1.00
55196,1034.00,1.00
55197,1029.00,0.99
55198,1026.00,0.99
55199,1026.00,1.00
55200,1032.00,0.99
55201,1041.00,1.00
55202,1037.00,0.99
55203,1031.00,1.00
55204,1016.00,1.00
55205,1001.00,1.00
55206,1022.00,1.00
55207,1023.00,0.99
55208,1015.00,1.00
55209,1010.00,1.00
55210,1009.00,1.00
55211,1004.00,1.00
55212,1004.00,1.00
55213,1000.00,1.00
55214,996.00,1.00
55215,1002.00,1.00
55216,994.00,0.99
55217,989.00,1.00
55218,996.00,0.99
55219,1004.00,0.99
55220,1006.00,0.99
55221,1001.00,1.00
55222,997.00,1.00
55223,1003.00,1.00
55224,995.00,1.00
55225,1004.00,1.00
55226,1002.00,1.00
55227,997.00,1.00
55228,998.00,1.00
55229,999.00,1.00
55230,995.00,0.99
55231,995.00,0.99
55232,997.00,1.00
55233,997.00,1.00
55234,994.00,1.00
55235,998.00,0.99
55236,999.00,1.00
55237,997.00,1.00
55238,999.00,0.99
55239,1005.00,1.00
55240,1006.00,1.00
55241,1008.00,1.00
55242,1012.00,0.99
55243,1010.00,0.99
55244,999.00,0.99
55245,1001.00,1.00
55246,1001.00,1.00
55247,1000.00,1.00
55248,1002.00,1.00
55249,993.00,1.00
55250,1002.00,0.99
55251,1009.00,0.98
55252,1012.00,0.98
55253,1005.00,0.99
55254,1004.00,1.00
55255,995.00,0.99
55256,997.00,1.00
55257,988.00,1.00
55258,992.00,1.00
55259,984.00,1.00
55260,984.00,0.98
55261,981.00,1.00
55262,981.00,1.00
55263,981.00,0.99
55264,982.00,0.99
55265,983.00,1.00
55266,981.00,1.00
55267,988.00,1.00
55268,980.00,1.00
55269,975.00,1.00
55270,973.00,1.00
55271,965.00,1.00
55272,955.00,0.99
55273,960.00,1.00
55274,955.00,1.00
55275,955.00,0.99
55276,960.00,1.00
55277,966.00,1.00
55278,973.00,0.99
55279,979.00,1.00
55280,977.00,1.00
55281,974.00,1.00
55282,984.00,1.00
55283,994.00,1.00
55284,986.00,0.99
55285,975.00,1.00
55286,971.00,1.00
55287,967.00,1.00
55288,961.00,1.00
55289,963.00,1.00
55290,954.00,1.00
55291,960.00,1.00
55292,966.00,1.00
55293,967.00,0.98
55294,968.00,1.00
55295,968.00,1.00
55296,963.00,1.00
55297,954.00,1.00
55298,953.00,1.00
55299,956.00,1.00
55300,959.00,0.99
55301,960.00,1.00
55302,962.00,0.99
55303,960.00,1.00
55304,960.00,1.00
55305,962.00,1.00
55306,958.00,0.99
55307,956.00,0.99
55308,954.00,1.00
55309,959.00,1.00
55310,967.00,0.99
55311,973.00,1.00
55312,963.00,0.99
55313,963.00,1.00
